FOLIO,FECHASOLICITUD,DEPENDENCIA,ESTATUS,MEDIOENTRADA,TIPOSOLICITUD,DESCRIPCIONSOLICITUD,OTROSDATOS,ARCHIVOADJUNTOSOLICITUD,MEDIOENTREGA,FECHALIMITE,RESPUESTA,TEXTORESPUESTA,FECHARESPUESTA,PAIS,ESTADO,MUNICIPIO,CODIGOPOSTAL,SECTOR
="00159716","29/02/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuántas recomendaciones ha emitido esta Comisión de Derechos Humanos por: tortura, tratos crueles, inhumanos o degradantes durante el traslado a centros penitenciarios de personas privadas de su libertad. Lo anterior lo requiero a partir del año de 1994 hasta el 2015, desagregado por año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/F20658CD44D017BE","Consulta vía Infomex - Sin costo","07/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud de información folio 00159716 informando que no se encontró información.","04/03/2016","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00159616","29/02/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuántas quejas se han interpuesto ante esta Comisión de Derechos Humanos por: tortura, tratos crueles, inhumanos o degradantes durante el traslado a centros penitenciarios de personas privadas de su libertad. Lo anterior lo requiero a partir del año de 1994 hasta el 2015, desagregado por año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/112D208EAB5EE9D1","Consulta vía Infomex - Sin costo","07/03/2016","04.- Rechazo por Inexistencia","Se envía respuesta a solicitud de información folio 00159616 de Comisión Mexicana de Defensa y Promoción de los D y/o José Antonio Guevara Bermudez","02/03/2016","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00159816","29/02/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","solicitud desarrollada en datos adicionales","Cuántos acuerdos de no responsabilidad ha emitido la Comisión,de1994-2005portortura,tratoscrueles,inhumanosodegradantesdurantetrasladoacentros penitenciariosdereclusos.Desagregado por añoydelito","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/A75A626AB0FFEFCE","Consulta vía Infomex - Sin costo","08/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud 00159816","03/03/2016","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00164016","02/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Ha emitido resoluciones o recomendaciones respecto a  personas extranjeras  recluidas en los Centros de Readaptación o Reinserción Social de la Federación, la Entidad Federativa , o recluidas dentro de Estaciones Migratorias o Estancias provisionales (en un periodo de enero de 2013 a la fecha)","Proporcionar la información  EN UNA SOLA TABLA que indique nacionalidad, sexo, edad, estatus migratorio, delito o delitos imputados y estado que guarda el proceso penal (procesado, sentenciado o con sentencia definitiva) de CADA UNA de las personas extranjeras mencionadas.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/7763CB67F4B70CE9","Consulta vía Infomex - Sin costo","08/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00164016 informando que no se encontró información que cumpla con las especificaciones requeridas.","07/03/2016","MEXICO","","","",Organismos Autónomos
="00163916","02/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Ha recibido quejas o reclamaciones (en un periodo de enero de 2013 a la fecha)  respecto a personas extranjeras  recluidas en los Centros de Readaptación o Reinserción Social de la Federación, la Entidad Federativa, o recluidas dentro de Estaciones Migratorias o Estancias provisionales.","Proporcionar la información  EN UNA SOLA TABLA que indique nacionalidad, sexo, edad, estatus migratorio, delito o delitos imputados y estado que guarda el proceso penal (procesado, sentenciado o con sentencia definitiva) de CADA UNA de las personas extranjeras mencionadas.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/F2606C9431CC9BC2","Consulta vía Infomex - Sin costo","08/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00163916, en donde se informa que que no se encontró información.","07/03/2016","MEXICO","","","",Organismos Autónomos
="00162316","01/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","1.- solicito cuales han sido las percepciones (sueldo, bonos, aguinaldos, prestaciones) del presdiente de la comision estatal de derechos humanos del estado de sonora raul ramirez desde su toma de su inicio en el puesto hasta el dia de hoy 1 de marzo de 2016","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/03DB99CDD65D0F4B","Consulta vía Correo Electrónico - Sin Costo","29/03/2016","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información pública folio 00162316","18/03/2016","MEXICO","Sonora","Cajeme","85130",Organismos Autónomos
="00162416","01/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","2.-  solicito cuales han sido los viajes del presidente de la comision estatal de derechos humanos del estado de sonora raul ramirez desde que inicio en el puesto, cuales han sido los gastos detallados de cada uno de ellos avion automovil comidas hoteles viaticos.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/55F7A77C70ECD6DC","Consulta vía Infomex - Sin costo","29/03/2016","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información pública folio 00162416","23/03/2016","MEXICO","Sonora","Cajeme","85130",Organismos Autónomos
="00162516","01/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","2.1 solicito todos los oficios de comision del presidente de la comision estatal de derechos humanos del estado de sonora en los viajes que ha realizado.
2.2 solicito cuales han sido los beneficios de los viajes realizados por el presidente de la comision estatal de derechos humanso del estado de sonora raul ramirez a detalle.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B5501F0A54AAB8AE","Consulta vía Infomex - Sin costo","29/03/2016","06.- ACEPTADA, Respuesta Vía PNT","Se da repuesta a solicitud folio 00162516 a traves del correo romelaarontapia@gmail.com indicado en su solicitud de información, en virtud del volumen de información enviada.","23/03/2016","MEXICO","Sonora","Cajeme","85130",Organismos Autónomos
="00162616","01/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","3.- solicito cuales han sido las percepciones (sueldo, bonos, agunaldos, prestaciones) del oficial mayor de la comision estatal de derechos humanos del estado de sonora miguel padres desde su  su inicio en el puesto hasta el dia de hoy 1 de marzo de 2016","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/2B1B0DABF1813032","Consulta vía Infomex - Sin costo","29/03/2016","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información pública folio 00162616.","18/03/2016","MEXICO","Sonora","Cajeme","85130",Organismos Autónomos
="00162716","01/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","4.- solicito la fecha de ingreso de jorge antonio villa miranda a la comision estatal de derechos humanos del estado de sonora, cuales han sido sus percepciones economicas, y si sigue cobrando a la fecha 1 de marzo de 2016, en caso de no ser asi, cuando salio de la cedh sonora","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B893E724ED14F4CC","Consulta vía Infomex - Sin costo","29/03/2016","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información folio 00162716","22/03/2016","MEXICO","Sonora","Cajeme","85130",Organismos Autónomos
="00177616","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","De 2010 a la fecha ¿cuántas quejas existen en esa Comisión por presuntas violaciones a los derechos humanos de personas migrantes indocumentadas cometidas por la Comisión Estatal de Seguridad Ciudadana? 2. ¿cuántas de estas quejas han concluido con una recomendación? 3. ¿De qué nacionalidades son las personas que han interpuesto quejas?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/273AC0689D77BCCD","Consulta vía Infomex - Sin costo","14/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00177616 informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas.","08/03/2016","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00177916","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuántas quejas se han interpuesto ante esta Comisión de Derechos Humanos por: tratos crueles, inhumanos o degradantes. Lo anterior lo requiero a partir del año de 1994 hasta el 2015, desagregado por año y por autoridad presuntamente responsable.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/7D77A312891B0AF2","Consulta vía Infomex - Sin costo","14/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00177916 informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00178016","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuántas recomendaciones ha emitido esta Comisión de Derechos Humanos por: tratos crueles, inhumanos o degradantes. Lo anterior lo requiero a partir del año de 1994 al 2015, desagregado por año y por autoridad responsable.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/D02A36CBE9E91567","Consulta vía Infomex - Sin costo","14/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00178016, informando que no se encontró queja o dato alguno que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00178316","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documentos que contenga: 
Número quejas se presentaron entre el  1 de enero de 2010 y  31 de diciembre de 2015 por:
1.  Solicitar prueba de ingravidez en el proceso de contratación laboral.
2. Por maternidad o paternidad reciente.
3. Por ausentarse para el cuidado de los hijas/os. 
4. Por llevar hijas/os a la oficina.","Desagregar por: 
Sexo.
Año.
Hablante de  idioma indígena, edad y ocupación las y los trabajadores","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/03933421BB3B1C13","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00178316, informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
="00178416","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documento que contenga: 
Del número de quejas que se presentaron entre el 1 de enero de 2010 y 31 de diciembre de 2015 por solicitar:
1. Prueba de ingravidez en el proceso de contratación laboral. 
2. Por maternidad o paternidad reciente.
3. Por ausentarse para el cuidado de los hijas/os. 
4. Por llevar hijas/os a la oficina.","¿Cuántas se resolvieron por conciliación, cuántas por recomendación y cuántas como solucionadas durante el trámite? 
Desagregar por: 
Sexo.
Año.
Número de recomendaciones emitidas.
Número de recomendaciones aceptadas.
Favor de anexar la versión pública de las resoluciones por conciliación, de las recomendaciones o acuerdos de conclusión.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/081357550281E1CA","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00178416 informando que no se encontró queja o dato alguno, que cumpla con las especificaciones.","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
="00178516","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documentos que contenga: 
Número quejas se presentaron por  despido laboral en el periodo comprendido del 1 de enero de 2010 y el 31 de diciembre de 2015 por motivo:
1. De embarazo. 
2. Por maternidad o paternidad reciente.
3. Por ausentarse para el cuidado de los hijas/os. 
4. Por llevar hijas/os a la oficina.","¿Cuántas se resolvieron por conciliación, cuántas por recomendación y cuántas como solucionadas durante el trámite? 
Desagregar por: 
Sexo.
Año.
Hablante de idioma indígena, edad y ocupación de las y los trabajadores.
Favor de anexar la versión pública de las resoluciones por conciliación, de las recomendaciones o acuerdos de conclusión.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/7DBA95D26B98CEF9","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00178516, informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
="00178616","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documento que contenga: 
Del número de quejas que se presentaron entre el 1 de enero de 2010 y el 31 de diciembre de 2015 por despido laboral por motivo:
1. Embarazo 
2. Por maternidad o paternidad reciente.
3. Por ausentarse para el cuidado de los hijas/os. 
4. Por llevar hijas/os a la oficina.","¿Cuántas se resolvieron por conciliación, cuántas por recomendación y cuántas como solucionadas durante el trámite? 
Desagregar por: 
Sexo.
Año.
Número de recomendaciones emitidas.
Número de recomendaciones aceptadas.
Favor de anexar la versión pública de las resoluciones por conciliación, de las recomendaciones o acuerdos de conclusión.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/85F3898084C02E34","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00178616 informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
="00178716","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documentos que contenga:
Número de quejas que se han presentado por la negación a los padres (del sexo masculino) por la negación en la admisión de sus hijas/os a las estancias infantiles entre el 1 de enero de 2010 al 31 de diciembre de 2015. 
Desagregar por:
Motivo de la negación
Año 
Hablante de idioma indígena, edad y ocupación de los hombres","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/4F98C8F63B382328","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00178716 informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
="00178816","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documentos que contenga: 
Número quejas que se presentaron entre el   1 de enero de 2010 y el 31 de diciembre de 2015 por:
1.  Solicitar prueba de ingravidez en el proceso de contratación laboral.
2. Por maternidad o paternidad reciente.
3. Por ausentarse para el cuidado de los hijas/os. 
4. Por llevar hijas/os a la oficina.","Desagregar por:
Sexo.
Año.
Hablante de idioma  indígena, edad y ocupación de las y los trabajadores.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/F128F4BF7A238A5F","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00178816 informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
="00178916","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documentos que contenga:
Del número de quejas que se presentaron por solicitar prueba de ingravidez en el proceso de contratación laboral entre el 1 de enero de 2010 y el 31 de diciembre de 2015  ¿cuántas resultaron en una resolución por disposición? Favor de anexar la versión pública de las resoluciones.","Desagregar por:
Año.
Hablante de idioma  indígena, edad y ocupación de las mujeres.
Por favor dirigir al Consejo Estatal para Prevenir y Sancionar la Discriminación en caso que la Comisión Estatal de DH del Estado no tenga la información.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/7DA163772B47ECF1","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00178916 informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
="00179016","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documentos que contenga: 
Número quejas que se presentaron por despido laboral entre el 1 de  enero de 2010  y el 31 de diciembre de 2015 por motivo de:
1.  Embarazo.
2. Por maternidad o paternidad reciente.
3. Por ausentarse para el cuidado de los hijas/os.
4. Por llevar hijas/os a la oficina.","Desagregar por:
Sexo.
Año.
Hablante de idioma  indígena, edad y ocupación de las y los trabajadores","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/9F1AB9D3F2CD2FB2","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud folio 00179016 informando que no se encontró queja o dato alguno, que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
="00179116","07/03/2016","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Documento que contenga:
Del número de quejas que se presentaron por despido laboral entre el 1 de enero de 2010 y el 31 de diciembre de 2015 por motivo de:  
1. Embarazo
2. Por maternidad o paternidad reciente
3. Por ausentarse para el cuidado de los hijos 
4. Por llevar hijos a la oficina","¿Cuántas resultaron en una resolución por disposición?
Desagregar por:
Sexo.
Año.
Hablante de idioma  indígena, edad y ocupación de las y los trabajadores
Favor de anexar la versión pública de las resoluciones y de  dirigir al Consejo Estatal para Prevenir y Sancionar la Discriminación en caso que la Comisión Estatal de DH del Estado no tenga la información. Gracias","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B101EA229BF473E2","Consulta vía Infomex - Sin costo","15/03/2016","04.- Rechazo por Inexistencia","Se da respuesta a solicitud de información folio 00179116 informando que no se encontró  queja o dato alguno, que cumpla con las especificaciones requeridas.","11/03/2016","MEXICO","Ciudad de México","Coyoacán","04030",Organismos Autónomos
