FOLIO,FECHASOLICITUD,DEPENDENCIA,ESTATUS,MEDIOENTRADA,TIPOSOLICITUD,DESCRIPCIONSOLICITUD,OTROSDATOS,ARCHIVOADJUNTOSOLICITUD,MEDIOENTREGA,FECHALIMITE,RESPUESTA,TEXTORESPUESTA,FECHARESPUESTA,PAIS,ESTADO,MUNICIPIO,CODIGOPOSTAL,SECTOR
="00204220","12/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicite a la Comisión Estatal de Derechos Humanos, copia certificada, o constancia de recibos de pago de los 3 últimos meses que laboré como Visitador Adjunto, para gestionar ante  ISSSTESON la media pensión a que tengo derecho, conforme al artículo 69, de la ley de dicho Instituto.
Vía telefónica he reiterado mi solicitud sin haber obtenido respuesta.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/BC33F57B3938087F","Copia certificada - Con costo","05/03/2020","06.- ACEPTADA, Respuesta Vía PNT","R.- Su Solicitud atiende a los derechos ARCO por tanto esta no es la vía idónea para dar trámite a su solicitud de ACCESO a sus datos personales, por lo que la presente solicitud acceso a la información pública se da por concluida en esta fecha, al tiempo que se tiene por recibida la solicitud de ACCESO a datos personales en fecha 25 de febrero a las 8:00am para iniciar con el debido proceso como lo dispone la Ley de Protección de Datos Personales en posesión de Sujetos Obligados del Estado de Sonora","25/02/2020","MEXICO","Sonora","Hermosillo","",Organismos Autónomos
="00211620","14/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito la siguiente información desagregada por año de ocurrencia:

1) Número de quejas según modalidad de violación de derechos humanos por año de ocurrencia, de 2000 a 2018. En especial, el número de quejas por abuso sexual, contracepción forzada, privación de la vida, hostigamiento sexual, violación sexual, desaparición forzada, incomunicación, detención arbitraria, detención sin orden correspondiente, retención ilegal, empleo arbitrario de la fuerza pública, daño derivado del empleo arbitrario de la fuerza pública, ejercer violencia desproporcionada durante la detención, imposición de castigo indebido a reclusos o internos, tortura, trato cruel y/o degradante, violaciones a la vida, ejecución sumaria, investigación científica ilegal en seres humanos, profanación de cadáveres, trata de personas 
2) Número total de quejas de cualquier tipo por año de ocurrencia, de 2000 a 2018 
3) Número total de quejas de cualquier tipo por autoridad responsable, de 2000 a 2018

Anexo un archivo para facilitar la organización de la información","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/826C60513E085638","Otro medio","09/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","28/02/2020","MEXICO","","","",Organismos Autónomos
="00241820","20/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber cuántas quejas se han interpuesto en esta Comisión de Derechos Humanos por tortura del 01 de enero de 2006 al 31 de diciembre de 2019. Lo anterior lo requiero desagregado por autoridad señalada como probable responsable y año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/E262D5D7623165CC","Consulta vía Infomex - Sin costo","13/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","28/02/2020","MEXICO","","","",Organismos Autónomos
="00248620","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber cuántas quejas se han interpuesto en esta Comisión de Derechos Humanos por tortura del 01 de enero de 2006 al 31 de diciembre de 2019. Lo anterior lo requiero desagregado por autoridad señalada como probable responsable y año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/5C34FB2C8BAA2C50","Consulta vía Infomex - Sin costo","17/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","28/02/2020","MEXICO","","","",Organismos Autónomos
="00248720","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber cuántas quejas se han interpuesto en esta Comisión de Derechos Humanos por tratos crueles, inhumanos o degradantes del 01 de enero de 2006 al 31 de diciembre de 2019. Lo anterior lo requiero desagregado por autoridad señalada como probable responsable y año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/646F69C0B2242928","Consulta vía Infomex - Sin costo","17/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","02/03/2020","MEXICO","","","",Organismos Autónomos
="00248920","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe del número de quejas por tratos crueles, inhumanos o degradantes donde se señala como autoridad responsable a SSPF, SEDENA, SEMAR, Guardia Nacional, SEGOB, Policía Federal, CNS y FGR/PGR. También solicito saber el estado de cumplimiento de las mismas, del 01 de enero de 2006 al 31 de diciembre de 2019. Esto lo requiero desglosado por año, autoridad responsable y  hecho violatorio.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/D794B21CB05812BB","Consulta vía Infomex - Sin costo","17/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","02/03/2020","MEXICO","","","",Organismos Autónomos
="00249020","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber cuántas recomendaciones ha emitido esta Comisión de Derechos Humanos por tortura. También solicito saber el estado de cumplimiento de las mismas, del 01 de enero de 2006 al 31 de diciembre de 2019. Lo anterior lo requiero desglosado por año,  hecho violatorio y autoridad señalada como responsable.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/9858893BDDE4E9E2","Consulta vía Infomex - Sin costo","17/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","03/03/2020","MEXICO","","","",Organismos Autónomos
="00249120","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber cuántas recomendaciones ha emitido esta Comisión de Derechos Humanos por tratos crueles, inhumanos o degradantes. También solicito saber el estado de cumplimiento de las mismas, del 01 de enero de 2006 al 31 de diciembre de 2019. Lo anterior lo requiero desglosado por año,  hecho violatorio y autoridad señalada como responsable.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/54FF745035847DB1","Consulta vía Infomex - Sin costo","17/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","03/03/2020","MEXICO","","","",Organismos Autónomos
="00249220","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe del número de recomendaciones por tortura donde se señala como autoridad responsable a SSPF, SEDENA, SEMAR, Guardia Nacional, SEGOB, Policía Federal, CNS y FGR/PGR. También solicito saber el estado de cumplimiento de las mismas, del 01 de enero de 2006 al 31 de diciembre de 2019. Esto lo requiero desglosado por año, autoridad responsable y   hecho violatorio.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/74D62A211F6AB885","Consulta vía Infomex - Sin costo","17/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","03/03/2020","MEXICO","","","",Organismos Autónomos
="00249320","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe del número de recomendaciones por trato cruel, inhumano o degradante donde se señala como autoridad responsable a SSPF, SEDENA, SEMAR, Guardia Nacional, SEGOB, Policía Federal, CNS y FGR/PGR. También solicito saber el estado de cumplimiento de las mismas, del 01 de enero de 2006 al 31 de diciembre de 2019. Esto lo requiero desglosado por año, autoridad responsable y   hecho violatorio.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/2958796BC098AA0D","Consulta vía Infomex - Sin costo","17/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","03/03/2020","MEXICO","","","",Organismos Autónomos
="00250720","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber cuántas quejas se han interpuesto ante esta Comisión de Derechos Humanos por desaparición forzada de 2006 al 31 de diciembre de 2019. Lo anterior lo requiero desagregado por autoridad señalada como probable responsable y por año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/EE3880375BD6DB51","Consulta vía Infomex - Sin costo","17/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","02/03/2020","MEXICO","","","",Organismos Autónomos
="00250820","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber cuántas recomendaciones ha emitido esta Comisión de Derechos Humanos por desaparición forzada de 2006 al 31 de diciembre de 2019. Lo anterior lo requiero desglosado por estado de cumplimiento de la recomendación, año, tipo de delito y autoridad señalada como responsable.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/1C54F99210E0EB0A","Consulta vía Infomex - Sin costo","18/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","03/03/2020","MEXICO","","","",Organismos Autónomos
="00251920","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe del número de quejas donde se señala como autoridad responsable a SSPF, SEDENA, SEMAR, Guardia Nacional,  SEGOB, Policía Federal, CNS y FGR/PGR por la comisión del delito de desaparición forzada de 2006 al 31 de diciembre de 2019. Esto lo requiero desglosado por año, autoridad responsable y tipo de delito.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/8CDD787457AE983B","Consulta vía Infomex - Sin costo","18/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","03/03/2020","MEXICO","","","",Organismos Autónomos
="00252020","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe del número de recomendaciones donde se señala como autoridad responsable a SSPF, SEDENA, SEMAR, Guardia Nacional,  SEGOB, Policía Federal, CNS y FGR/PGR por la comisión del delito de desaparición forzada de 2006 al 31 de diciembre de 2019. Esto lo requiero desglosado por estado de cumplimiento de la recomendación, año, autoridad responsable y tipo de delito.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/24CD21D23D1F5062","Consulta vía Infomex - Sin costo","18/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","04/03/2020","MEXICO","","","",Organismos Autónomos
="00253220","24/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe del número de quejas por tortura donde se señala como autoridad responsable a SSPF, SEDENA, SEMAR, Guardia Nacional, SEGOB, Policía Federal, CNS y FGR/PGR. También solicito saber el estado de cumplimiento de las mismas, del 01 de enero de 2006 al 31 de diciembre de 2019. Esto lo requiero desglosado por año, autoridad responsable y  hecho violatorio.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/E7FB056412238502","Consulta vía Infomex - Sin costo","18/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","04/03/2020","MEXICO","","","",Organismos Autónomos
="00264320","21/02/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Datos Personales","DESCRIPCIÓN SOLICITUD","DESCRIPCIÓN SOLICITUD","ARCHIVOS ADJUNTOS","Disco Compacto CD-ROM         - Con costo","19/03/2020","06.- ACEPTADA, Respuesta Vía PNT","TEXTO RESPUESTA","12/03/2020","MEXICO","","","",Organismos Autónomos
="00306720","05/03/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber cuántas quejas se han interpuesto ante esta Comisión de Derechos Humanos por ejecución sumaria, arbitraria y extrajudicial. Lo anterior lo requiero desagregado por autoridad señalada como probable responsable y por año, de 2006 al 31 de diciembre de 2019.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/7190C51A9ECAE06C","Consulta vía Infomex - Sin costo","26/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","11/03/2020","MEXICO","","","",Organismos Autónomos
="00306820","05/03/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe del número de quejas donde se señala como autoridad responsable a SSPF, SEDENA, SEMAR, Guardia Nacional,SEGOB, Policía Federal, CNS y FGR/PGR por la comisión de los delitos de ejecución sumaria, arbitraria o extrajudicial de 2006 al 31 de diciembre de 2019. Esto lo requiero desglosado por año, autoridad responsable y tipo de delito.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/942051C51DF99C9F","Consulta vía Infomex - Sin costo","26/03/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","11/03/2020","MEXICO","","","",Organismos Autónomos
