FOLIO,FECHASOLICITUD,DEPENDENCIA,ESTATUS,MEDIOENTRADA,TIPOSOLICITUD,DESCRIPCIONSOLICITUD,OTROSDATOS,ARCHIVOADJUNTOSOLICITUD,MEDIOENTREGA,FECHALIMITE,RESPUESTA,TEXTORESPUESTA,FECHARESPUESTA,PAIS,ESTADO,MUNICIPIO,CODIGOPOSTAL,SECTOR
="01405720","20/12/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","1. ¿Qué órganos del ente público brindan algún tipo de servicios de atención a mujeres y niñas víctimas de violencia?

2. ¿Qué tipo de servicios se ofrecen en cada órgano específicamente?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/C37A8BEBE192F650","Consulta vía Infomex - Sin costo","28/01/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","28/01/2021","MEXICO","","","",Organismos Autónomos
="01406720","20/12/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","1. Dirección física (domicilio) de los órganos del ente público que brindan servicios de atención a la violencia contra las mujeres y niñas.

2. Teléfono de contacto de los órganos del ente público que brindan servicios de atención a la violencia contra las mujeres y niñas.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/BFEFEA25AA32BB33","Consulta vía Infomex - Sin costo","28/01/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","28/01/2021","MEXICO","","","",Organismos Autónomos
="01410420","21/12/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Cantidad de vehículos con que cuenta ese organismo, indicando el tipo y modelo.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/66F3B4B879B6E3A1","Consulta vía Infomex - Sin costo","28/01/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","20/01/2021","MEXICO","","","",Organismos Autónomos
="01413720","24/12/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cuáles son los pronunciamientos y/o posturas que han emitido sobre la exposición de niñas, niños y adolescentes al material pornográfico en internet y otros medios? y ¿en qué sentido?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/AB3DD7E13A598D1A","Consulta vía Infomex - Sin costo","28/01/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","21/01/2021","MEXICO","","","",Organismos Autónomos
="01425920","31/12/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Deseo que me proporcionen lo siguiente

Número de quejas recibidas (desglosadas) por año que recibió el organismo por presuntas violaciones de derechos humanos del 2000 al 2020

Número de recomendaciones  emitidas (desglosadas) por año del organismo por violaciones de derechos humanos del 2000 al 2020","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/D430067C8620772F","Consulta vía Infomex - Sin costo","28/01/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","21/01/2021","MEXICO","","","",Organismos Autónomos
="00023121","11/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Me permito solicitar se me informen los programas que existen en su institución para la atención a víctimas de violencia intrafamiliar y programas para prevenir que dicha violencia llegue a suceder.

Asimismo, me permito solicitar los medios a través de los cuales los ciudadanos se pueden poner en contacto para ser beneficiados por los programas referidos en el párrafo anterior o la dirección en caso de existir un lugar físico al que los ciudadanos puedan asistir a solicitar atención para el tema de violencia intrafamiliar.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B714D9B461345324","Otro medio","29/01/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","21/01/2021","MEXICO","","","",Organismos Autónomos
="00043321","14/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","a) Número de quejas recibidas por la Comisión Estatal de Derechos Humanos Sonora entre el 01-octubre-2020 hasta el 31-diciembre-2020 desagregadas por entidad federativa donde ocurrieron los hechos y por los siguientes hecho violatorios

1) tortura

2) trato cruel, inhumano o degradante

3) desaparición forzada o involuntaria de personas 




b) Número de recomendaciones emitidas por la Comisión Estatal de Derechos Humanos Sonora entre el 01-octubre-2020 hasta el 31-diciembre-2020 desagregadas por entidad federativa donde ocurrieron los hechos y por los siguientes hecho violatorios

1) tortura

2) trato cruel, inhumano o degradante

3) desaparición forzada o involuntaria de personas","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/C8EF527FCB67AEAA","Consulta vía Infomex - Sin costo","05/02/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","04/02/2021","MEXICO","","","",Organismos Autónomos
="00043621","14/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Se solicita de la manera más atenta el envío de la siguiente información
1) El número de reportes o quejas recibidas a los buzones, correos o medios institucionales de la dependencia, detalladas por mes y comprendidas en el periodo de Enero 2019 a Diciembre de 2020, por conceptos referentes al no surtimiento de recetas o medicamentos y/o desabasto de medicinas y/o desabasto de insumos médicos o algún otro símil; y,
2) Detallar el medio oficial por el cual se reciben las quejas o reportes ciudadanos hacia la dependencia (correo electrónico, teléfono, buzón, etc.)","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/01E8B5E4F3518D86","Consulta vía Infomex - Sin costo","05/02/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","05/02/2021","MEXICO","","","",Organismos Autónomos
="00054021","16/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","1.- ¿Cuántas quejas ha recibido la Comisión Estatal de los Derechos Humanos de Sonora por violaciones a derechos humanos de migrantes con situación migratoria irregular en el periodo del primero de enero de 2010 al primero de noviembre de 2020? Información desagregada por año en que se recibió, edad, sexo, nacionalidad, especificar causal de violación de derechos humanos, derecho humano vulnerado, autoridad señalada como responsable, indicar si el quejoso pertenece a alguna comunidad originaria y en su caso a cual, así mismo, establecer si hablan y entienden el idioma Español.  
2.- ¿Han recibido quejas en donde la falta de traductor y/o intérprete implicó una violación a derechos humanos hacia migrantes? En caso afirmativo ¿cuántas en el periodo del primero de enero de 2010 al primero de noviembre de 2020?
3.- En el periodo del primero de enero de 2010 al primero de noviembre de 2020, ¿Cuántas quejas se han recibido en contra del DIF Estatal y/o la Procuraduría de Protección de Niñas, Niños y Adolescentes del Estado de Sonora por violaciones a Derechos Humanos de migrantes menores de edad no acompañados con situación migratoria irregular?
4.- ¿Cuál es el protocolo que se sigue para superar la barrera del idioma al momento de atender a una persona que pertenece a una comunidad originaria de otro país?
5.- ¿La CEDH cuenta con traductores y/o intérpretes de lenguas originarias de otros países que contribuyan a la realización de su trabajo? En caso afirmativo, ¿qué idiomas hablan?  
6.- ¿A qué instituciones recurren o solicitan apoyo al momento de requerir el servicio de un traductor y/o interprete de lenguas originarias de otros países? ¿El Instituto Nacional de Migración responde de manera adecuada cuando se requiere un traductor o interprete?
7.- ¿Cuántas recomendaciones ha emitido la Comisión Estatal de los Derechos Humanos de Sonora por violaciones a derechos humanos de migrantes con situación migratoria irregular en el periodo del primero de enero de 2010 al primero de noviembre de 2020? Información desagregada por año en que se emitió, especificar causal de violación de derechos humanos, derecho humano vulnerado y autoridad señalada como responsable.
8.- Atendiendo a las estadísticas de sus servicios y la realidad social que enfrentan las personas en situación de movilidad ¿considera que la falta de asistencia en la traducción a migrantes constituye un problema en México? ¿Por qué?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/88BE6602BA7CC07F","Consulta vía Infomex - Sin costo","08/02/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","09/02/2021","MEXICO","","","",Organismos Autónomos
="00090121","21/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito conocer el número de denuncias contra elementos de la policía estatal y municipal por violación de derechos humanos, del 1 de enero de 2015 al 31 de diciembre de 2020, especificar por tipo de denuncia y desglosar por municipio.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/BBDCDD6A610F8BB0","Consulta vía Correo Electrónico - Sin Costo","12/02/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","12/02/2021","MEXICO","Sonora","Navojoa","85820",Organismos Autónomos
="00099921","23/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de quejas/denuncias presentadas durante 2020 por ciudadanos que no fueron atendidos en hospitales del Estado de Sonora con motivo de la Pandemia causada por COVID 19.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/CD86FAF26151DE0B","Consulta vía Infomex - Sin costo","15/02/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","12/02/2021","MEXICO","","","",Organismos Autónomos
="00112621","26/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cuántas quejas fueron iniciadas en el 2020 por deficiencias en la integración de carpetas de investigación relacionadas con el delito de violencia familiar?
¿Cuántas de estas quejas han sido iniciadas en casos donde personas adultas mayores se encuentran como víctimas?
¿Cuántas de estas quejas han sido iniciadas en casos donde mujeres se encuentran como víctimas?
¿Cuántas de estas quejas han sido iniciadas en casos donde niñas, niños y adolescentes se encuentran como víctimas?
¿Cuántas de estas quejas fueron iniciadas por la falta de implementación de servicios victimales? (desagregar por población de mujeres, NNyA y personas adultas mayores y con discapacidad)
¿Cuántas de estas quejas fueron iniciadas por la falta de implementación de medidas de protección para las víctimas? (desagregar por población de mujeres, NNyA y personas adultas mayores y con discapacidad)
¿Cuántas de las víctimas contempladas en las quejas iniciadas por deficiencias en las acciones de las autoridades ministeriales, habían denunciado agresiones con anterioridad?
¿Cuántas de las víctimas  que han denunciado actos de violencia familiar durante el 2020, se encuentran relacionadas con más de una queja por faltas en la debida integración de carpetas de investigación por esos hechos?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/49ED5330C1621D69","Otro medio","17/02/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","17/02/2021","MEXICO","","","",Organismos Autónomos
="00112721","26/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cuántas quejas fueron iniciadas en el 2020 por deficiencias en la integración de carpetas de investigación relacionadas con el delito de violencia familiar?
¿Cuántas de estas quejas han sido iniciadas en casos donde personas adultas mayores se encuentran como víctimas?
¿Cuántas de estas quejas han sido iniciadas en casos donde mujeres se encuentran como víctimas?
¿Cuántas de estas quejas han sido iniciadas en casos donde niñas, niños y adolescentes se encuentran como víctimas?
¿Cuántas de estas quejas fueron iniciadas por la falta de implementación de servicios victimales? (desagregar por población de mujeres, NNyA y personas adultas mayores y con discapacidad)
¿Cuántas de estas quejas fueron iniciadas por la falta de implementación de medidas de protección para las víctimas? (desagregar por población de mujeres, NNyA y personas adultas mayores y con discapacidad)
¿Cuántas de las víctimas contempladas en las quejas iniciadas por deficiencias en las acciones de las autoridades ministeriales, habían denunciado agresiones con anterioridad?
¿Cuántas de las víctimas  que han denunciado actos de violencia familiar durante el 2020, se encuentran relacionadas con más de una queja por faltas en la debida integración de carpetas de investigación por esos hechos?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/905C01142C4CE588","Otro medio","17/02/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","17/02/2021","MEXICO","","","",Organismos Autónomos
="00119221","26/01/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cuántas personas pertenecen a nivel estado son servidores públicos?
 (Personas dadas de alta en la nómina del Gobierno del Estado)
*** NO DECLINAR *** Proporcionar sólo la información que le corresponda
Mail: ISABELA.MORALES@ISAF.GOB.MX","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B6AD4766F25BD8EB","Consulta vía Correo Electrónico - Sin Costo","17/02/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","17/02/2021","MEXICO","Sonora","Hermosillo","83140",Organismos Autónomos
="00177321","06/02/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Indique el número de expedientes de queja iniciados por presuntas violaciones a la libertad personal en su modalidad de detenciones arbitrarias, cometidas por elementos operativos de la Secretaría de Seguridad Pública del Estado u órgano equivalente. Lo anterior, durante el periodo comprendido de enero de 2015 a diciembre de 2020. Solicito que la información sea desagregada por mes y año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/6B58023B81B4F296","Consulta vía Infomex - Sin costo","01/03/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","01/03/2021","MEXICO","","","",Organismos Autónomos
="00177421","06/02/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Indique el número de expedientes de queja iniciados por presuntas violaciones a la libertad personal en su modalidad de detenciones arbitrarias, cometidas por elementos operativos de la Policía Municipal, especificando a qué Ayuntamiento pertenecen. Lo anterior, durante el periodo comprendido de enero de 2015 a diciembre de 2020. Solicito que la información sea desagregada por mes y año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/3CBCA6D7B3F5D764","Consulta vía Infomex - Sin costo","01/03/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","01/03/2021","MEXICO","","","",Organismos Autónomos
="00177521","06/02/2021","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Indique el número de expedientes de queja iniciados por presuntas violaciones a la libertad personal en su modalidad de detenciones arbitrarias, cometidas por elementos operativos de la Policía Ministerial. Lo anterior, durante el periodo comprendido de enero de 2015 a diciembre de 2020. Solicito que la información sea desagregada por mes y año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/69AFDE1F75F9591F","Consulta vía Infomex - Sin costo","01/03/2021","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","01/03/2021","MEXICO","","","",Organismos Autónomos
