FOLIO,FECHASOLICITUD,DEPENDENCIA,ESTATUS,MEDIOENTRADA,TIPOSOLICITUD,DESCRIPCIONSOLICITUD,OTROSDATOS,ARCHIVOADJUNTOSOLICITUD,MEDIOENTREGA,FECHALIMITE,RESPUESTA,TEXTORESPUESTA,FECHARESPUESTA,PAIS,ESTADO,MUNICIPIO,CODIGOPOSTAL,SECTOR
="00183915","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose del total del número de quejas recibidas durante el año 2014 relacionadas con agentes policiales adscritos a la Secretaría de Seguridad Pública Estatal por tipo de falta:
•Detención arbitraria
•Lesiones
•Ejercicio indebido de la función pública
•Allanamiento de morada
•Robo
•Abuso de autoridad
•Tortura
•Violaciones al debido proceso
•Otros (especificar cuáles)","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/5A15FC3D29486DF2","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Folio 00183915","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184015","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose del total del número de quejas recibidas durante el año 2014 relacionadas con policías adscritos a la Secretaría de Seguridad Pública Estatal por corporación (Policía Estatal Preventiva, Policía Estatal Fronteriza, etc.) o grupo (Grupo de Tácticas Especiales, Grupo de Operación Metropolitana, etc.) si es que aplica.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/FEC0B30AD50F1195","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Folio 00184015- José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184115","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de recomendaciones emitidas a la Secretaría de Seguridad Pública del Estado durante el 2014.
Número de recomendaciones emitidas a la Secretaría de Seguridad Pública del Estado relacionadas con agentes policiales estatales.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/1D9BE0906AF2A213","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Folio 00184115- José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184215","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose de las recomendaciones emitidas durante el 2014 a la Secretaría de Seguridad Pública del Estado por:
•Motivación de la recomendación (conducta o práctica a mejorar)
•Derecho humano violado
•Número de puntos recomendatorios
•Número de puntos recomendatorios cumplidos
•Estatus de la recomendación 
o En cumplimiento 
o Cumplida","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/7FDE89F727C79AAE","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Folio 00184215","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184315","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose de las recomendaciones emitidas durante el 2014 a la Secretaría de Seguridad Pública del Estado por tipo de personal o servidor público relacionado en la recomendación.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/F19AAB38861009E6","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a solicitud de Folio 00184315- José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184415","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose de recomendaciones en proceso de cumplimiento emitidas previo al año 2014 a la Secretaría de Seguridad Pública del Estado por:
•Motivación de la recomendación (conducta o práctica a mejorar)
•Derecho humano violado
•Número de puntos recomendatorios
•Número de puntos recomendatorios cumplidos","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/FD52748F16199B25","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Folio 00184415- José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184515","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número total de quejas recibidas durante el año 2014 relacionadas con la Procuraduría General de Justicia del Estado.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/52F81B6FE42BA744","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Folio 00184515","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184615","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose del total del número de quejas recibidas durante el año 2014 relacionadas con agentes policiales adscritos a la Procuraduría General de Justicia del Estado por tipo de falta:
•Detención arbitraria
•Lesiones
•Ejercicio indebido de la función pública
•Allanamiento de morada
•Robo
•Abuso de autoridad
•Tortura
•Violaciones al debido proceso
•Otros (especificar cuáles)","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/58D289E63DDD446D","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Folio 00184615- José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184715","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de recomendaciones emitidas a la Procuraduría General de Justicia del Estado durante el 2014.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/26BDDF68CDEA6816","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud 00184715 José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184815","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de recomendaciones emitidas a la Procuraduría General de Justicia del Estado relacionadas con agentes policiales ministeriales, de investigación u análogos.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/95EF8AF4846CAFBE","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud 00184815 José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00184915","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose de las recomendaciones emitidas durante el 2014 a la Procuraduría General de Justicia del Estado por:
•Motivación de la recomendación (conducta o práctica a mejorar)
•Derecho humano violado
•Número de puntos recomendatorios
•Número de puntos recomendatorios cumplidos
•Estatus de la recomendación 
o En cumplimiento 
o Cumplida","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/E134D92C4E131D3E","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta Solicitud Información de Folio 00184915 José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00185015","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose de las recomendaciones emitidas durante el 2014 a la Secretaría de Seguridad Pública del Estado por tipo de personal o servidor público relacionado en la recomendación.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/6B885ACFE80A29B0","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información de Folio 00185015 José Ignacio Solórzano","23/04/2015","MEXICO","","","",Organismos Autónomos
="00185115","15/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Desglose de recomendaciones en proceso de cumplimiento emitidas previo al año 2014 a la Secretaría de Seguridad Pública del Estado por:
• Motivación de la recomendación (conducta o práctica a mejorar)
• Derecho humano violado
• Número de puntos recomendatorios
• Número de puntos recomendatorios cumplidos","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/14A36B4A5D0AE633","Consulta vía Infomex - Sin costo","08/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información de Folio 00185115 José Ignacio Solórzano","24/04/2015","MEXICO","","","",Organismos Autónomos
="00198515","16/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe si la Comisión de Derechos Humanos del Estado ha impartido alguna capacitación en materia de derechos humanos a la policía municipal de San Luis Colorado, Sonora.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/6F6771723E6C80ED","Consulta vía Infomex - Sin costo","11/05/2015","06.- ACEPTADA, Respuesta Vía PNT","se da respuesta a la solicitud 00198515","21/04/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00198615","16/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuántas quejas tiene registradas esa Comisión del año 2000 a la fecha por violaciones a derechos humanos presuntamente cometidas en San Luis Colorado, Sonora en las que haya habido participación de la policía municipal. El dato lo requiero desagregado por año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/E753426C0BF4BC9D","Consulta vía Infomex - Sin costo","11/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información 00198615 Jose Antonio Guevara Bermúdez","24/04/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00212215","20/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","- MONTO DE FACTURACIÓN POR CONSUMO DE AGUA POTABLE DURANTE 2009, 2010, 2011, 2012, 2013, 2014 Y LO QUE VA DE 2015.
- MONTO DE PAGOS EFECTUADOS POR CONSUMO DE AGUA POTABLE DURANTE 2009, 2010, 2011, 2012, 2013, 2014 Y LO QUE VA DE 2015.
- RECIBOS DE FACTURACIÓN Y COMPROBANTES DE PAGO DE CONSUMO DE AGUA POTABLE DURANTE 2009-2015","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/5F98B892C0B6A758","Consulta vía Infomex - Sin costo","28/04/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de Información con folio 00212215 Juan Carlos Pacheco Rosas","28/04/2015","MEXICO","Sinaloa","Ahome","81200",Organismos Autónomos
="00212815","21/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Empleados de CE Derechos Humano de Sonora de todo nivel comisioados o con permiso este año, nombres con cargos que ocupan, si el permiso es con goce de sueldo o sin ello, para que solicitaron permiso, si párticipan en campañas politicas actuales y fecha de inicio y cuando volveran, si tienen suplente o no. Como se cumplen funciones o si quedan acefalas y como afecta operacion de DH Sonora.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/CD72544030D61DDF","Consulta vía Infomex - Sin costo","18/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Información 00212815","14/05/2015","MEXICO","Sonora","Guaymas","85428",Organismos Autónomos
="00212615","21/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Compensaciones pagadas a alta direccion, presidente y todo empleado de CE Derechos Humanos. Separado sueldo nominal + cualesquier compensaciones + bonos + apoyos ayudas y cualesquier otra persepcion pagada en cheque de nominas o en depositos o en efectivo o en vales. Todo por años 2009-10-11-12-13-14-15 con razones por que se pagan cada caso las compensaciones y extras.","Informar si son tan amabales de todo sus empleados actuales y que ya no trabajen alli.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/9745DED626F0DCA1","Consulta vía Infomex - Sin costo","18/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información Folio 00212615 Aquila Absalon Sr.","19/05/2015","MEXICO","Sonora","Guaymas","85428",Organismos Autónomos
="00224315","23/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuántas Recomendaciones ha emitido esa Comisión por tortura y tratos crueles, inhumanos o degradantes así como la(s) autoridad(es) responsables y su estado de cumplimiento. Lo anterior lo solicito desglosado por año de 2010 a marzo de 2015.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/E40C4CDDEF8B65B1","Consulta vía Infomex - Sin costo","30/04/2015","04.- Rechazo por Inexistencia","Se da respuesta a Solicitud de información folio 00224315 José Antonio Guevara Bermúdez","04/05/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00224115","23/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuántas Recomendaciones ha emitido esa Comisión en las que se señale como autoridad responsable a la policía municipal de San Luis Río Colorado así como  su estado de cumplimiento. Lo anterior lo solicito desglosado por tipo de violación a derechos humanos y por año de 2010 a marzo de 2015.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/D029985E4D18DC0E","Consulta vía Infomex - Sin costo","18/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Información Folio 00224115 José Antonio Guevara Bermúdez","07/05/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00224915","23/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuántas Recomendaciones ha emitido esa Comisión por tortura y tratos crueles, inhumanos o degradantes en las que se señale como autoridad responsable a la policía municipal de San Luis colorado así como su estado de cumplimiento. Lo anterior lo solicito desglosado por año de 2010 a marzo de 2015.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B1D34609A9180F41","Consulta vía Infomex - Sin costo","30/04/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de información folio 00224915 José Antonio Guevara Bermúdez","04/05/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00225115","23/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cuál es el número total de quejas  por tortura y tratos crueles, inhumanos o degradantes presentadas e iniciadas por esa Comisión en las que se señale como autoridad responsable a la policía municipal de San Luis Río Colorado. Asimismo solicito saber cuántas de esas quejas se han concluido y su motivo de conclusión. Lo anterior desglosado por año de 2010 a marzo de 2015.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/F72B6E1EA769ECE7","Consulta vía Infomex - Sin costo","30/04/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de información folio 00225115 José Antonio Guevara Bermúdez","04/05/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00225315","23/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe cual es el número de capacitaciones impartidas a la policía municipal de San Luis Río Colorado específicamente sobre el tema de prevención y erradicación de la tortura y tratos crueles, inhumanos o degradantes. Lo anterior lo solicito desglosado por año de 2010 a marzo de 2015.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/D14F88E610CBAC60","Consulta vía Infomex - Sin costo","30/04/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de Información de folio 00225315 José Antonio Guevara Bermúdez","30/04/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00225215","23/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe el número total de quejas por violaciones a derechos humanos presentadas ante la Comisión Estatal de Sonora, en las que se señale como autoridad responsable a la policía municipal de San Luis Río Colorado. Asimismo solicito saber cuántas de esas quejas se han concluido y su motivo de conclusión. Lo anterior desglosado por tipo de violación y por año de 2010 a marzo de 2015.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/034625B82C681C9A","Consulta vía Infomex - Sin costo","18/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información Folio 00225215","14/05/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00225415","23/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito me informe si se han usado determinados indicadores para evaluar la eficacia de las capacitaciones impartidas a la policía municipal de San Luis Río Colorado sobre el tema de prevención y erradicación de la tortura y tratos crueles, inhumanos o degradantes y de ser afirmativo lo anterior, cuáles son esos indicadores utilizados. Lo anterior desglosado por año de 2010 a marzo de 2015.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/66542CFBF17195D2","Consulta vía Infomex - Sin costo","30/04/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de información folio 00225415 José Antonio Guevara Bermúdez","30/04/2015","MEXICO","Ciudad de México","Cuauhtémoc","06700",Organismos Autónomos
="00233515","28/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Cantidad de recomendaciones emitidas por la Comisión
Estatal de Derechos Humanos en contra de la Secretarìa de la Contraloria General del Estado, de Septiembre de 2009 a Enero de 2015","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/E2A29244AF978237","Consulta vía Infomex - Sin costo","07/05/2015","04.- Rechazo por Inexistencia","Se da Repuesta a Solicitud de Información folio 00233515 Agustinn III Salazar","30/04/2015","","","","",Organismos Autónomos
="00236715","30/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito el contenido de las recomendaciones emitidas relacionadas con violación de derechos sexuales y reproductivos durante la atención médica del parto durante el sexenio 2010, 2011, 2012,2013, 2014 y 2015 omitiendo los nombres de las personas involucradas para protección de la confidencialidad.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/19D4B5FD8618A64F","Consulta vía Infomex - Sin costo","12/05/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de Información Folio 00236715- Ismene Figueroa López","06/05/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00236915","30/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿A cuánto asciende el porcentaje dedicado a la dirección de derechos sexuales?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/3285E2826DEA724E","Consulta vía Infomex - Sin costo","26/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información 00236915 Ismene Figueroa López","25/05/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
