FOLIO,FECHASOLICITUD,DEPENDENCIA,ESTATUS,MEDIOENTRADA,TIPOSOLICITUD,DESCRIPCIONSOLICITUD,OTROSDATOS,ARCHIVOADJUNTOSOLICITUD,MEDIOENTREGA,FECHALIMITE,RESPUESTA,TEXTORESPUESTA,FECHARESPUESTA,PAIS,ESTADO,MUNICIPIO,CODIGOPOSTAL,SECTOR
="00209019","11/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Se solicita la información estadística en la que se pueda identificar la siguiente información para los años 2017 y 2018:
 
1. Total de solicitudes de acceso a la información pública realizadas a través de la Plataforma Nacional de Transparencia, según la entidad federativa reportada por el solicitante.
2. Total de solicitudes de datos personales realizadas a través de la Plataforma Nacional de Transparencia, según la entidad federativa reportada por el solicitante.
SE ENVÍA SOLICITUD, DONDE SE REQUIERE ATENDER UNICAMENTE LO CORRESPONDIENTE A SU UNIDAD DE TRANSPARENCIA, RESPONDER UNICAMENTE EL PUNTO 2.- TOTAL DE SOLICITUDES DE DATOS PERSONALES REALIZADAS A TRAVÉS DE LA PLATAFORMA NACIONAL DE TRANSPARENCIA, SEGÚN LA ENTIDAD FEDERATIVA REPORTADA POR EL SOLICITANTE.  LA PRESENTE SOLICITUD FUE TURNADA A TODOS LOS SUJETOS OBLIGADOS DEL ESTADO, (FAVOR DE NO REENVIAR).  
***ATENDER UNICAMENTE LO QUE A SU UNIDAD DE TRANSPARENCIA CORRESPONDA***
CORREO DEL SOLICITANTE: pancracio.perez@outlook.com","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/FCADA5CDE294B156","Consulta vía Infomex - Sin costo","04/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","18/02/2019","MEXICO","","","",Organismos Autónomos
="00209119","11/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Se solicita la información estadística en la que se pueda identificar la siguiente información para los años 2017 y 2018:
 
1. Total de solicitudes de acceso a la información pública realizadas a través de la Plataforma Nacional de Transparencia, según la entidad federativa reportada por el solicitante.
2. Total de solicitudes de datos personales realizadas a través de la Plataforma Nacional de Transparencia, según la entidad federativa reportada por el solicitante.
SE ENVÍA SOLICITUD, DONDE SE REQUIERE ATENDER UNICAMENTE LO CORRESPONDIENTE A SU UNIDAD DE TRANSPARENCIA, RESPONDER UNICAMENTE EL PUNTO 2.- TOTAL DE SOLICITUDES DE DATOS PERSONALES REALIZADAS A TRAVÉS DE LA PLATAFORMA NACIONAL DE TRANSPARENCIA, SEGÚN LA ENTIDAD FEDERATIVA REPORTADA POR EL SOLICITANTE.  LA PRESENTE SOLICITUD FUE TURNADA A TODOS LOS SUJETOS OBLIGADOS DEL ESTADO, (FAVOR DE NO REENVIAR).  
***ATENDER UNICAMENTE LO QUE A SU UNIDAD DE TRANSPARENCIA CORRESPONDA***
CORREO DEL SOLICITANTE: pancracio.perez@outlook.com","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/5ABD3626783C4B1F","Consulta vía Infomex - Sin costo","04/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","18/02/2019","MEXICO","","","",Organismos Autónomos
="00224219","12/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","solicito todos y cada uno de los casos de aplicación de la LEY PARA PREVENIR, COMBATIR Y ELIMINAR 
ACTOS DE DISCRIMINACIÓN EN EL ESTADO DE SONORA
información desde el 2015 a la fecha haciendo separación  de aplicación de la ley referida por acto discriminatorio objeto de aplicación de la ley","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/E7458F844774649E","Otro medio","05/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","25/02/2019","MEXICO","","","",Organismos Autónomos
="00226019","12/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito saber el número de recomendaciones que se han dado a favor de matrimonios o uniones civiles para parejas del mismo sexo en el Estado de Sonora, además si se tiene esta información por año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/21BB00B7CABE1DEA","Consulta vía Infomex - Sin costo","05/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","20/02/2019","MEXICO","","","",Organismos Autónomos
="00239819","14/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Requiero me proporcionen los nombres de las personas que han integrado los órganos consultivos del organismo de derechos humanos en los últimos cinco años, señalando fecha y periodo de nombramiento, así como la información curricular de las mismas.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/0C00A1C08B01A558","Consulta vía Infomex - Sin costo","06/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","21/02/2019","MEXICO","","","",Organismos Autónomos
="00252719","13/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Por medio de la presente solicito información de Auditorías al Desempeño realizadas en el Estado a nivel estatal o municipal, durante los años 2016,2017 y 2018, así como los informes de desempeño. ***NO DECLINAR, CONTESTAR ÚNICAMENTE LO DE SU COMPETENCIA***","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/90ED8682D04C1CE1","Consulta vía Infomex - Sin costo","07/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","06/03/2019","MEXICO","","","",Organismos Autónomos
="00253819","15/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Por este medio solicito me informen los nombres de las publicaciones impresas y electrónicas (libros, manuales, revistas, compilaciones, entre otras) que ha hecho el sujeto obligado en los últimos años, así como los nombres de los autores de los mismos. Asimismo, les pido me diga en donde las puedo consultar, si es que saben.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/3DEB76B4ACADC27C","Consulta vía Infomex - Sin costo","07/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","25/02/2019","MEXICO","","","",Organismos Autónomos
="00261919","18/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Quiero saber el total de queja recibidas por presuntas violacions a los derechos humanos, POR AÑO y POR MUNICIPIO, para el periodo 2005-2018","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/A4DC3F60CE496D64","Consulta vía Infomex - Sin costo","11/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","25/02/2019","MEXICO","","","",Organismos Autónomos
="00280019","23/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","En virtud del artculo 6 de la Constitución Política de los Estados Unidos Mexicanos y de los artículos 9, 10, 11, 12, 13, 15, 16, 61, 75, 76 de la Ley Federal de Transparencia y Acceso a la Información Pública, solicito conocer la versión pública de todos los contratos o cualquier otro acto jurídico entre esta dependencia y la empresa Central ADN México S.A. de C.V. entre el 1 de enero de 2013 y hoy.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/63A060A62B8CD99F","Consulta vía Infomex - Sin costo","15/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","15/03/2019","MEXICO","","","",Organismos Autónomos
="00287819","25/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","a. ¿Cuántos casos de acoso y/o de hostigamiento sexual se tienen registrados en la dependencia de enero 2008 a diciembre de 2018? b. En cuanto a las víctimas, señalar edad y puesto o rango dentro del organigrama. c. En cuanto a los agresores, señalar edad y puesto o rango dentro del organigrama. d. ¿Cuántos casos de acoso y/o de hostigamiento sexual han sido denunciados ante el Órgano Interno/Contraloría de la dependencia de enero de 2008 a diciembre de 2018? e. ¿En cuántos de esos casos (de 2008 a diciembre de 2018) se ha establecido una sanción para el agresor? Desglosar sanción por agresor. f. En los casos en los que se ha procedido contra un agresor ¿cómo se acreditado esta conducta? ¿Qué pruebas ha tenido que presentar la denunciante? g. En los casos que han sido del conocimiento del Órgano Interno o contraloría, ¿cuál ha sido la duración de los procesos, desde que la denunciante lo hace de su conocimiento hasta que se establece una sanción o se deshecha? h. ¿Cuenta con un protocolo para la atención de los casos de acoso y/o de hostigamiento sexual? Si es así adjuntarlo y señalar desde cuando se cuenta con él. i. Cuantas capacitaciones ha recibido el personal de la dependencia relacionado con la atención, prevención o erradicación del acoso y/o del hostigamiento sexual de enero de 2008 a diciembre de 2018? Mencionar de que área de adscripción es el personal que ha participado en las capacitaciones, fecha, número de asistentes, ponentes y costo para la dependencia. j. ¿Cuántas mujeres han renunciado o han sido despedidas por acoso y/u hostigamiento sexual de 2008 a 2018?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/4C140431AC957914","Consulta vía Infomex - Sin costo","19/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","19/03/2019","MEXICO","","","",Organismos Autónomos
="00289419","25/02/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","- Exigimos que se atiendan a todas las personas de las caravanas migrantes según obliga la Ley de Protección y Apoyo al Migrante. Por esta razón,  solicitamos la siguiente información: Actividades para garantizar el respeto y cumplimiento de los derechos humanos de los migrantes durante el período 2008 a 2018.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/806C2F79DB304AD9","Consulta vía Infomex - Sin costo","20/03/2019","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","05/03/2019","MEXICO","","","",Organismos Autónomos
